SKU,Producto,Categoria,Marca,Precio,Stock,Fecha_Ingreso,Proveedor
SKU-10461,Tenis Deportivos Running,ROPA Y CALZADO,Levis,,311.0,2025-11-23,Distribuidora Sur Express
SKU-10462,Aspiradora Robot Inteligente,hogar y cocina,Adidas,632.76,243.0,2025-05-12,Distribuidora Global S.A.
SKU-10463,Juego de Sartenes Antiadherentes,Hogar y Cocina,Lenovo,,350.0,2025-02-28,Distribuidora Global S.A.
SKU-10464,Tapete de Yoga Antideslizante,Deportes,Oster,8786.27,309.0,2025-11-03,Distribuidora del Norte
SKU-10465,Botella de Agua Térmica,Deportes,Zara,9150.0,191.0,17/01/2025,Distribuidora Nacional
SKU-10466,Aspiradora Robot Inteligente,Hogar y Cocina,Loreal,,268.0,2025-10-01,Distribuidora del Norte
SKU-10467,Auriculares Bluetooth inalámbricos,Electrónica,Samsung,12226.54,184.0,2025-12-07,Distribuidora Sur Express
SKU-10468,Secador de Cabello Iónico,Belleza,,2315.3,348.0,2025-01-08,Distribuidora Comercial Integradora
SKU-10469,Mancuernas de Neopreno 5kg,Deportes,Lenovo,5773.8,282.0,2025-06-12,Distribuidora Global S.A.
SKU-10470,Consola de Videojuegos 1TB,Electrónica,Samsung,10584.29,83.0,25/10/2025,Distribuidora del Norte
SKU-10471,Sudadera con Capucha,ROPA Y CALZADO,Adidas,667.08,209.0,01/09/2025,Distribuidora Nacional
SKU-10472,Mancuernas de Neopreno 5kg,Deportes,Under Armour,2202.43,4.0,09/04/2025,Distribuidora Global S.A.
SKU-10473,Juego de Sábanas Matrimonial,Hogar y Cocina,Levis,7692.96,235.0,2025-05-07,Distribuidora Comercial Integradora
SKU-10474,Secador de Cabello Iónico,Belleza,Maybelline,344.65,261.0,27/11/2025,Distribuidora Comercial Integradora
SKU-10475,Sérum Ácido Hialurónico,Belleza,Oster,815.64,55.0,2025-08-03,Distribuidora Global S.A.
SKU-10476,Juego de Sartenes Antiadherentes,Hogar y Cocina,Oster,5972.85,333.0,2025-05-07,Distribuidora del Norte
SKU-10477,"Laptop Portátil 15.6""",Electrónica,Levis,17022.46,348.0,2025-03-24,Distribuidora Sur Express
SKU-10478,Juego de Sartenes Antiadherentes,Hogar y Cocina,Levis,3759.47,18.0,23/10/2025,Distribuidora del Norte
SKU-10479,  Aspiradora Robot Inteligente  ,Hogar y Cocina,Xiaomi,2155.8,273.0,2025-11-26,Distribuidora Global S.A.
SKU-10480,Kit de Maquillaje Profesional,,Lenovo,507.14,336.0,2025-09-06,Distribuidora Sur Express
SKU-10481,Sudadera con Capucha,Ropa y Calzado,Oster,1374.04,286.0,22/03/2025,Distribuidora Nacional
SKU-10482,Tenis Deportivos Running,Ropa y Calzado,Adidas,1403.53,157.0,26/07/2025,Distribuidora Global S.A.
SKU-10483,Cojín Decorativo Algodón,Hogar y Cocina,Oster,4280.09,60.0,02/08/2025,Distribuidora Comercial Integradora
SKU-10484,Sérum Ácido Hialurónico,Belleza,Sony,1232.8,99.0,,Distribuidora Sur Express
SKU-10485,Kit de Maquillaje Profesional,Belleza,Levis,228.8,77.0,2025-03-07,Distribuidora Comercial Integradora
SKU-10486,Mancuernas de Neopreno 5kg,Deportes,,10369.37,92.0,2025-02-16,Distribuidora del Norte
SKU-10487,Aspiradora Robot Inteligente,Hogar y Cocina,Samsung,240.48,140.0,25/04/2025,Distribuidora Comercial Integradora
SKU-10488,Chaqueta de Invierno Impermeable,Ropa y Calzado,HP,1433.53,45.0,2025-03-20,Distribuidora Sur Express
SKU-10489,  Bicicleta de Montaña R26  ,,Zara,4692.3,19.0,07/09/2025,Distribuidora Nacional
SKU-10490,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,356.66,2.0,2025-11-24,Distribuidora Global S.A.
SKU-10491,Cafetera de Filtro Eléctrica,Hogar y Cocina,Sony,3574.24,301.0,2025-05-06,Distribuidora Nacional
SKU-10492,Juego de Sartenes Antiadherentes,Hogar y Cocina,Zara,6603.92,305.0,2025-09-11,Distribuidora del Norte
SKU-10493,Juego de Sábanas Matrimonial,Hogar y Cocina,Philips,6800.02,84.0,2025-07-01,Distribuidora del Norte
SKU-10494,Sudadera con Capucha,Ropa y Calzado,Samsung,1164.02,86.0,12/02/2025,Distribuidora Nacional
SKU-10495,Botella de Agua Térmica,Deportes,Oster,9289.31,319.0,20/01/2025,Distribuidora Nacional
SKU-10496,"Televisor Smart TV 55""",Electrónica,Xiaomi,4221.06,227.0,04/07/2025,Distribuidora Sur Express
SKU-10497,Camisa Casual Manga Larga,Ropa y Calzado,Xiaomi,1312.9,4.0,14/05/2025,Distribuidora Comercial Integradora
SKU-10498,Cojín Decorativo Algodón,Hogar y Cocina,Maybelline,6365.39,214.0,17/02/2025,Distribuidora Nacional
SKU-10499,Licuadora de Alta Potencia,,HP,1134.12,101.0,,Distribuidora Comercial Integradora
SKU-10500,Tenis Deportivos Running,Ropa y Calzado,Xiaomi,885.12,82.0,2025-01-18,Distribuidora del Norte
SKU-10501,Tapete de Yoga Antideslizante,Deportes,Adidas,182.45,343.0,04/02/2025,Distribuidora Sur Express
SKU-10502,Jeans de Mezclilla Hombre,Ropa y Calzado,HP,1043.14,51.0,2025-05-21,Distribuidora Global S.A.
SKU-10503,Juego de Sábanas Matrimonial,Hogar y Cocina,Samsung,1077.32,,2025-01-28,Distribuidora Global S.A.
SKU-10504,Botella de Agua Térmica,Deportes,Sony,1275.73,23.0,2025-01-28,Distribuidora del Norte
SKU-10505,Juego de Sartenes Antiadherentes,Hogar y Cocina,,8603.78,137.0,2025-12-03,Distribuidora Global S.A.
SKU-10506,Jeans de Mezclilla Hombre,Ropa y Calzado,Levis,870.39,233.0,2025-05-27,Distribuidora Sur Express
SKU-10507,Botella de Agua Térmica,Deportes,HP,2126.33,67.0,2025-12-24,Distribuidora del Norte
SKU-10508,Smartphone Android 128GB,Electrónica,Maybelline,12842.86,291.0,,Distribuidora Sur Express
SKU-10509,Cojín Decorativo Algodón,Hogar y Cocina,Samsung,7789.67,66.0,2025-08-16,Distribuidora Sur Express
SKU-10510,Balón de Fútbol Profesional,Deportes,Sony,3250.11,160.0,23/01/2025,Distribuidora Comercial Integradora
SKU-10511,Set de Brochas Cosméticas,Belleza,Maybelline,636.79,342.0,17/06/2025,Distribuidora Comercial Integradora
SKU-10512,Smartphone Android 128GB,,Under Armour,18576.32,246.0,22/06/2025,Distribuidora Sur Express
SKU-10513,Vestido Casual de Verano,Ropa y Calzado,Maybelline,334.58,329.0,,Distribuidora Sur Express
SKU-10514,Jeans de Mezclilla Hombre,Ropa y Calzado,HP,1012.05,123.0,2025-06-09,Distribuidora del Norte
SKU-10515,Set de Brochas Cosméticas,Belleza,Levis,1067.27,120.0,2025-02-15,Distribuidora Comercial Integradora
SKU-10516,Balón de Fútbol Profesional,Deportes,Lenovo,6056.71,161.0,16/02/2025,Distribuidora Nacional
SKU-10517,Smartphone Android 128GB,Electrónica,Levis,2342.05,281.0,2025-01-27,Distribuidora Comercial Integradora
SKU-10518,Set de Brochas Cosméticas,Belleza,Oster,2236.16,287.0,,Distribuidora Global S.A.
SKU-10519,Licuadora de Alta Potencia,Hogar y Cocina,Lenovo,2160.68,232.0,18/06/2025,Distribuidora Comercial Integradora
SKU-10520,Botella de Agua Térmica,Deportes,Under Armour,,231.0,04/02/2025,Distribuidora del Norte
SKU-10521,Consola de Videojuegos 1TB,Electrónica,Philips,21002.27,149.0,2025-09-17,Distribuidora Nacional
SKU-10522,  Auriculares Bluetooth inalámbricos  ,Electrónica,Zara,4800.56,209.0,09/02/2025,Distribuidora del Norte
SKU-10523,Smartphone Android 128GB,Electrónica,,12240.58,97.0,2025-12-11,Distribuidora Sur Express
SKU-10524,"  Tablet HD 10""  ",Electrónica,Lenovo,17295.33,63.0,15/08/2025,Distribuidora Comercial Integradora
SKU-10525,Chaqueta de Invierno Impermeable,Ropa y Calzado,Samsung,1072.06,24.0,14/09/2025,Distribuidora Sur Express
SKU-10526,Crema Hidratante Facial,Belleza,Xiaomi,1488.11,,13/02/2025,Distribuidora Comercial Integradora
SKU-10527,Cojín Decorativo Algodón,Hogar y Cocina,Levis,3883.25,,2025-12-25,Distribuidora Sur Express
SKU-10528,Juego de Sartenes Antiadherentes,Hogar y Cocina,Zara,7281.21,70.0,,Distribuidora Comercial Integradora
SKU-10529,Aspiradora Robot Inteligente,HOGAR Y COCINA,Loreal,7773.23,283.0,2025-11-07,Distribuidora Comercial Integradora
SKU-10530,Aspiradora Robot Inteligente,Hogar y Cocina,Philips,8305.49,67.0,21/12/2025,Distribuidora del Norte
SKU-10531,Sérum Ácido Hialurónico,Belleza,Xiaomi,1628.14,59.0,2025-06-18,Distribuidora Comercial Integradora
SKU-10532,Botella de Agua Térmica,Deportes,Xiaomi,10742.31,273.0,2025-05-28,Distribuidora Nacional
SKU-10533,Perfume Floral Dama 100ml,Belleza,Samsung,1013.47,27.0,2025-11-02,Distribuidora del Norte
SKU-10534,Aspiradora Robot Inteligente,hogar y cocina,Oster,1487.57,31.0,2025-12-26,Distribuidora Comercial Integradora
SKU-10535,Consola de Videojuegos 1TB,ELECTRÓNICA,Lenovo,12135.97,315.0,24/11/2025,Distribuidora del Norte
SKU-10536,Secador de Cabello Iónico,BELLEZA,Adidas,1325.72,147.0,2025-12-22,Distribuidora Sur Express
SKU-10537,Bicicleta de Montaña R26,Deportes,HP,11713.5,160.0,2025-09-02,Distribuidora Global S.A.
SKU-10538,Vestido Casual de Verano,Ropa y Calzado,Lenovo,1460.43,226.0,21/04/2025,Distribuidora Global S.A.
SKU-10539,  Sérum Ácido Hialurónico  ,Belleza,Xiaomi,1547.73,99.0,2025-05-15,Distribuidora Nacional
SKU-10540,Camisa Casual Manga Larga,Ropa y Calzado,Xiaomi,1046.46,,,Distribuidora Global S.A.
SKU-10541,Camisa Casual Manga Larga,Ropa y Calzado,Maybelline,1561.32,2.0,15/06/2025,Distribuidora del Norte
SKU-10542,Auriculares Bluetooth inalámbricos,Electrónica,Philips,15526.69,320.0,27/10/2025,Distribuidora Sur Express
SKU-10543,Sérum Ácido Hialurónico,BELLEZA,Philips,273.99,162.0,08/09/2025,Distribuidora Comercial Integradora
SKU-10544,"Laptop Portátil 15.6""",Electrónica,Nike,,274.0,2025-07-03,Distribuidora del Norte
SKU-10545,Juego de Sartenes Antiadherentes,Hogar y Cocina,Philips,2782.45,316.0,16/09/2025,Distribuidora Nacional
SKU-10546,"Tablet HD 10""",ELECTRÓNICA,Philips,11973.18,,2025-10-20,Distribuidora Nacional
SKU-10547,  Juego de Sábanas Matrimonial  ,Hogar y Cocina,HP,8514.89,197.0,18/05/2025,Distribuidora Nacional
SKU-10548,Kit de Maquillaje Profesional,Belleza,Loreal,2026.56,228.0,2025-08-02,Distribuidora del Norte
SKU-10549,Cojín Decorativo Algodón,Hogar y Cocina,Sony,8543.26,85.0,2025-09-18,Distribuidora Nacional
SKU-10550,  Sudadera con Capucha  ,Ropa y Calzado,Under Armour,1449.05,350.0,2025-07-27,Distribuidora Comercial Integradora
SKU-10551,Botella de Agua Térmica,Deportes,Lenovo,11286.05,78.0,,Distribuidora Nacional
SKU-10552,"Televisor Smart TV 55""",Electrónica,Samsung,5682.82,128.0,03/09/2025,Distribuidora del Norte
SKU-10553,Juego de Sábanas Matrimonial,Hogar y Cocina,Levis,,207.0,2025-07-11,Distribuidora Nacional
SKU-10554,Perfume Floral Dama 100ml,Belleza,Under Armour,1828.41,32.0,2025-12-19,Distribuidora Nacional
SKU-10555,Cojín Decorativo Algodón,Hogar y Cocina,Sony,2749.56,154.0,2025-10-03,Distribuidora Sur Express
SKU-10556,Bicicleta de Montaña R26,Deportes,Lenovo,7979.57,242.0,2025-03-18,Distribuidora Sur Express
SKU-10557,Kit de Maquillaje Profesional,Belleza,Under Armour,444.93,,2025-12-21,Distribuidora Nacional
SKU-10558,Sérum Ácido Hialurónico,Belleza,Nike,394.89,2.0,2025-10-20,Distribuidora Comercial Integradora
SKU-10559,Consola de Videojuegos 1TB,Electrónica,Adidas,19084.97,,14/04/2025,Distribuidora Comercial Integradora
SKU-10560,Camisa Casual Manga Larga,Ropa y Calzado,Nike,,,2025-04-04,Distribuidora Comercial Integradora
SKU-10561,"Laptop Portátil 15.6""",Electrónica,Zara,16649.85,37.0,2025-05-22,Distribuidora Nacional
SKU-10562,Sudadera con Capucha,Ropa y Calzado,Maybelline,1005.15,169.0,05/06/2025,Distribuidora del Norte
SKU-10563,Consola de Videojuegos 1TB,Electrónica,Maybelline,3140.51,99.0,2025-06-16,Distribuidora Comercial Integradora
SKU-10564,Aspiradora Robot Inteligente,Hogar y Cocina,Maybelline,1540.08,290.0,2025-06-26,Distribuidora Sur Express
SKU-10565,Jeans de Mezclilla Hombre,Ropa y Calzado,Philips,631.57,113.0,24/12/2025,Distribuidora Global S.A.
SKU-10566,Cafetera de Filtro Eléctrica,Hogar y Cocina,Under Armour,6649.16,245.0,2025-08-15,Distribuidora Global S.A.
SKU-10567,Mochila de Senderismo 40L,Deportes,Sony,2232.88,310.0,2025-02-27,Distribuidora del Norte
SKU-10568,Crema Hidratante Facial,,Oster,1860.24,320.0,2025-02-24,Distribuidora Nacional
SKU-10569,Set de Brochas Cosméticas,Belleza,Samsung,2050.15,296.0,25/07/2025,Distribuidora Nacional
SKU-10570,Kit de Maquillaje Profesional,Belleza,Loreal,2245.46,276.0,21/08/2025,Distribuidora Global S.A.
SKU-10571,Mancuernas de Neopreno 5kg,Deportes,HP,7136.77,148.0,15/03/2025,Distribuidora Nacional
SKU-10572,Tapete de Yoga Antideslizante,,Loreal,275.51,122.0,2025-10-22,Distribuidora Comercial Integradora
SKU-10573,Chaqueta de Invierno Impermeable,Ropa y Calzado,Nike,527.68,289.0,28/11/2025,Distribuidora Sur Express
SKU-10574,Licuadora de Alta Potencia,Hogar y Cocina,Adidas,6899.96,118.0,2025-02-09,Distribuidora Nacional
SKU-10575,Vestido Casual de Verano,Ropa y Calzado,HP,809.94,240.0,2025-08-02,Distribuidora Global S.A.
SKU-10576,"Tablet HD 10""",Electrónica,Loreal,16388.82,140.0,09/12/2025,Distribuidora Comercial Integradora
SKU-10577,Chaqueta de Invierno Impermeable,Ropa y Calzado,Under Armour,836.7,300.0,2025-11-27,Distribuidora Global S.A.
SKU-10578,Mancuernas de Neopreno 5kg,Deportes,Loreal,4959.23,176.0,2025-08-26,Distribuidora Comercial Integradora
SKU-10579,"Laptop Portátil 15.6""",Electrónica,Nike,11837.62,117.0,17/02/2025,Distribuidora del Norte
SKU-10580,Camisa Casual Manga Larga,Ropa y Calzado,Nike,811.45,60.0,2025-11-08,Distribuidora Global S.A.
SKU-10581,Smartphone Android 128GB,Electrónica,Under Armour,12752.14,107.0,06/10/2025,Distribuidora Sur Express
SKU-10582,Auriculares Bluetooth inalámbricos,Electrónica,Samsung,4505.3,303.0,05/03/2025,Distribuidora Nacional
SKU-10583,Crema Hidratante Facial,Belleza,Samsung,498.39,92.0,13/09/2025,Distribuidora Comercial Integradora
SKU-10584,"Tablet HD 10""",Electrónica,Xiaomi,17051.01,145.0,2025-02-07,Distribuidora Sur Express
SKU-10585,Mancuernas de Neopreno 5kg,Deportes,Adidas,9989.81,307.0,26/03/2025,Distribuidora del Norte
SKU-10586,Set de Brochas Cosméticas,Belleza,Loreal,734.11,175.0,20/08/2025,Distribuidora del Norte
SKU-10587,Bicicleta de Montaña R26,Deportes,Nike,1436.56,103.0,28/09/2025,Distribuidora Sur Express
SKU-10588,Vestido Casual de Verano,Ropa y Calzado,Sony,525.0,314.0,02/10/2025,Distribuidora Comercial Integradora
SKU-10589,Perfume Floral Dama 100ml,Belleza,Sony,1256.86,66.0,18/10/2025,Distribuidora Sur Express
SKU-10590,Secador de Cabello Iónico,Belleza,Philips,2199.45,271.0,08/07/2025,Distribuidora Sur Express
SKU-10591,Tapete de Yoga Antideslizante,Deportes,Maybelline,,294.0,2025-02-14,Distribuidora Sur Express
SKU-10592,  Jeans de Mezclilla Hombre  ,Ropa y Calzado,Oster,1177.35,278.0,2025-07-09,Distribuidora Nacional
SKU-10593,Sérum Ácido Hialurónico,Belleza,Sony,1346.95,192.0,07/11/2025,Distribuidora Global S.A.
SKU-10594,Tapete de Yoga Antideslizante,Deportes,Sony,1984.13,333.0,,Distribuidora Comercial Integradora
SKU-10595,Mochila de Senderismo 40L,,Philips,7400.79,348.0,2025-07-25,Distribuidora Comercial Integradora
SKU-10596,Secador de Cabello Iónico,Belleza,Nike,987.88,284.0,09/08/2025,Distribuidora Comercial Integradora
SKU-10597,Aspiradora Robot Inteligente,Hogar y Cocina,Levis,6673.89,337.0,2025-02-24,Distribuidora del Norte
SKU-10598,Auriculares Bluetooth inalámbricos,Electrónica,Loreal,10913.18,,20/09/2025,Distribuidora Nacional
SKU-10599,Chaqueta de Invierno Impermeable,Ropa y Calzado,Under Armour,258.2,46.0,16/03/2025,Distribuidora Sur Express
SKU-10600,"Televisor Smart TV 55""",,Oster,6711.6,40.0,02/10/2025,Distribuidora Sur Express
SKU-10601,Set de Brochas Cosméticas,,,786.81,,25/01/2025,Distribuidora Sur Express
SKU-10602,Balón de Fútbol Profesional,Deportes,Adidas,10229.23,265.0,2025-05-07,Distribuidora Comercial Integradora
SKU-10603,Sérum Ácido Hialurónico,Belleza,Xiaomi,655.24,86.0,2025-11-02,Distribuidora Nacional
SKU-10604,Jeans de Mezclilla Hombre,Ropa y Calzado,Oster,1458.49,180.0,2025-11-13,Distribuidora del Norte
SKU-10605,Perfume Floral Dama 100ml,Belleza,Xiaomi,1788.4,46.0,10/09/2025,Distribuidora Comercial Integradora
SKU-10606,Kit de Maquillaje Profesional,Belleza,Philips,2411.85,141.0,20/04/2025,Distribuidora Sur Express
SKU-10607,Mochila de Senderismo 40L,,Samsung,3244.12,208.0,04/09/2025,Distribuidora Comercial Integradora
SKU-10608,Juego de Sartenes Antiadherentes,Hogar y Cocina,Sony,7264.89,131.0,27/09/2025,Distribuidora Global S.A.
SKU-10609,Bicicleta de Montaña R26,Deportes,,5881.01,124.0,2025-06-25,Distribuidora Sur Express
SKU-10610,Perfume Floral Dama 100ml,Belleza,Zara,378.16,34.0,21/07/2025,Distribuidora del Norte
SKU-10611,Tenis Deportivos Running,Ropa y Calzado,Levis,1730.94,264.0,01/09/2025,Distribuidora Global S.A.
SKU-10612,Tenis Deportivos Running,Ropa y Calzado,Sony,868.34,175.0,18/02/2025,Distribuidora Sur Express
SKU-10613,Juego de Sartenes Antiadherentes,Hogar y Cocina,Adidas,8068.98,137.0,24/03/2025,Distribuidora del Norte
SKU-10614,Botella de Agua Térmica,Deportes,Adidas,2933.11,123.0,2025-05-07,Distribuidora del Norte
SKU-10615,Kit de Maquillaje Profesional,Belleza,Nike,1969.23,61.0,22/02/2025,Distribuidora Sur Express
SKU-10616,Perfume Floral Dama 100ml,Belleza,HP,2156.87,21.0,,Distribuidora Sur Express
SKU-10617,Kit de Maquillaje Profesional,Belleza,Zara,,261.0,2025-05-13,Distribuidora Comercial Integradora
SKU-10618,Jeans de Mezclilla Hombre,Ropa y Calzado,Loreal,1488.87,244.0,02/09/2025,Distribuidora Sur Express
SKU-10619,Chaqueta de Invierno Impermeable,Ropa y Calzado,Sony,1332.28,235.0,2025-06-23,Distribuidora del Norte
SKU-10620,Mochila de Senderismo 40L,Deportes,Sony,,313.0,06/05/2025,Distribuidora del Norte
SKU-10621,  Juego de Sábanas Matrimonial  ,Hogar y Cocina,Maybelline,3218.25,94.0,2025-08-14,Distribuidora Global S.A.
SKU-10622,Juego de Sábanas Matrimonial,Hogar y Cocina,Oster,,292.0,19/03/2025,Distribuidora Nacional
SKU-10623,Cafetera de Filtro Eléctrica,Hogar y Cocina,,4002.53,195.0,05/04/2025,Distribuidora del Norte
SKU-10624,Balón de Fútbol Profesional,Deportes,Nike,,68.0,17/11/2025,Distribuidora Global S.A.
SKU-10625,Tapete de Yoga Antideslizante,DEPORTES,Oster,6811.34,290.0,2025-01-13,Distribuidora del Norte
SKU-10626,Auriculares Bluetooth inalámbricos,Electrónica,Lenovo,7475.81,322.0,15/02/2025,Distribuidora Global S.A.
SKU-10627,Juego de Sartenes Antiadherentes,hogar y cocina,Loreal,5104.93,131.0,2025-06-01,Distribuidora Global S.A.
SKU-10628,Crema Hidratante Facial,Belleza,Maybelline,1481.72,332.0,06/09/2025,Distribuidora Global S.A.
SKU-10629,Juego de Sartenes Antiadherentes,Hogar y Cocina,Under Armour,4690.91,228.0,13/02/2025,Distribuidora Sur Express
SKU-10630,Camisa Casual Manga Larga,Ropa y Calzado,Under Armour,1501.96,172.0,21/07/2025,Distribuidora Sur Express
SKU-10631,"Televisor Smart TV 55""",Electrónica,Nike,9575.2,160.0,,Distribuidora Global S.A.
SKU-10632,Set de Brochas Cosméticas,Belleza,Levis,750.27,227.0,24/06/2025,Distribuidora Sur Express
SKU-10633,Mancuernas de Neopreno 5kg,Deportes,,10272.41,64.0,08/12/2025,Distribuidora Nacional
SKU-10634,Camisa Casual Manga Larga,Ropa y Calzado,Levis,409.66,32.0,2025-08-18,Distribuidora Sur Express
SKU-10635,Perfume Floral Dama 100ml,Belleza,Sony,729.15,79.0,21/02/2025,Distribuidora Sur Express
SKU-10636,Cafetera de Filtro Eléctrica,hogar y cocina,Adidas,6689.82,226.0,2025-11-05,Distribuidora del Norte
SKU-10637,"Televisor Smart TV 55""",Electrónica,Under Armour,,166.0,15/08/2025,Distribuidora Comercial Integradora
SKU-10638,Cojín Decorativo Algodón,Hogar y Cocina,Zara,1388.01,276.0,19/03/2025,Distribuidora Comercial Integradora
SKU-10639,Mochila de Senderismo 40L,Deportes,Under Armour,,158.0,16/06/2025,Distribuidora Nacional
SKU-10640,Tapete de Yoga Antideslizante,Deportes,Philips,5034.62,79.0,2025-05-01,Distribuidora del Norte
SKU-10641,Juego de Sartenes Antiadherentes,Hogar y Cocina,Zara,4907.87,,2025-08-10,Distribuidora Sur Express
SKU-10642,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,7210.55,280.0,2025-06-07,Distribuidora Comercial Integradora
SKU-10643,  Bicicleta de Montaña R26  ,Deportes,Adidas,2084.74,330.0,2025-07-27,Distribuidora Global S.A.
SKU-10644,Smartphone Android 128GB,Electrónica,Under Armour,7129.7,313.0,2025-12-22,Distribuidora Comercial Integradora
SKU-10645,Juego de Sábanas Matrimonial,Hogar y Cocina,Adidas,7709.64,93.0,2025-03-10,Distribuidora Sur Express
SKU-10646,Secador de Cabello Iónico,Belleza,Oster,1780.83,,2025-04-11,Distribuidora Nacional
SKU-10647,Perfume Floral Dama 100ml,Belleza,Nike,2433.57,144.0,05/05/2025,Distribuidora Nacional
SKU-10648,Jeans de Mezclilla Hombre,Ropa y Calzado,Nike,272.82,111.0,2025-06-14,Distribuidora Sur Express
SKU-10649,Juego de Sábanas Matrimonial,Hogar y Cocina,,7163.54,169.0,27/02/2025,Distribuidora del Norte
SKU-10650,Consola de Videojuegos 1TB,Electrónica,HP,10721.91,278.0,2025-08-06,Distribuidora Global S.A.
SKU-10651,Balón de Fútbol Profesional,Deportes,Sony,11698.99,127.0,25/07/2025,Distribuidora del Norte
SKU-10652,Auriculares Bluetooth inalámbricos,ELECTRÓNICA,Zara,18780.09,48.0,22/09/2025,Distribuidora Sur Express
SKU-10653,Botella de Agua Térmica,Deportes,Oster,11244.15,81.0,2025-11-24,Distribuidora Comercial Integradora
SKU-10654,Perfume Floral Dama 100ml,Belleza,,,152.0,12/04/2025,Distribuidora del Norte
SKU-10655,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,11702.8,7.0,2025-03-26,Distribuidora Nacional
SKU-10656,Mancuernas de Neopreno 5kg,,Samsung,11630.69,297.0,16/12/2025,Distribuidora del Norte
SKU-10657,Licuadora de Alta Potencia,Hogar y Cocina,Adidas,1586.75,46.0,2025-11-20,Distribuidora Nacional
SKU-10658,Consola de Videojuegos 1TB,Electrónica,Under Armour,,274.0,2025-02-05,Distribuidora Global S.A.
SKU-10659,Set de Brochas Cosméticas,Belleza,HP,932.91,224.0,2025-12-07,Distribuidora Sur Express
SKU-10660,Aspiradora Robot Inteligente,hogar y cocina,Nike,2405.13,20.0,2025-08-23,Distribuidora Global S.A.
SKU-10661,Set de Brochas Cosméticas,BELLEZA,Zara,554.65,95.0,2025-09-12,Distribuidora Sur Express
SKU-10662,Cojín Decorativo Algodón,Hogar y Cocina,Lenovo,5078.78,35.0,2025-09-05,Distribuidora Global S.A.
SKU-10663,  Kit de Maquillaje Profesional  ,Belleza,Zara,100.73,326.0,13/09/2025,Distribuidora Nacional
SKU-10664,Kit de Maquillaje Profesional,belleza,HP,1588.09,164.0,03/12/2025,Distribuidora Comercial Integradora
SKU-10665,Mancuernas de Neopreno 5kg,Deportes,Loreal,8246.21,282.0,2025-03-20,Distribuidora Sur Express
SKU-10666,Licuadora de Alta Potencia,Hogar y Cocina,Sony,4803.16,34.0,27/01/2025,Distribuidora del Norte
SKU-10667,Auriculares Bluetooth inalámbricos,Electrónica,Sony,12906.2,50.0,19/01/2025,Distribuidora Sur Express
SKU-10668,Mochila de Senderismo 40L,Deportes,Maybelline,8460.57,131.0,2025-01-12,Distribuidora Nacional
SKU-10669,Auriculares Bluetooth inalámbricos,Electrónica,Under Armour,13048.03,40.0,26/08/2025,Distribuidora Global S.A.
SKU-10670,Set de Brochas Cosméticas,Belleza,Levis,2072.69,29.0,09/10/2025,Distribuidora Nacional
SKU-10671,Licuadora de Alta Potencia,Hogar y Cocina,,8652.16,49.0,2025-02-24,Distribuidora Sur Express
SKU-10672,  Camisa Casual Manga Larga  ,Ropa y Calzado,Loreal,,291.0,06/11/2025,Distribuidora Comercial Integradora
SKU-10673,Botella de Agua Térmica,Deportes,Sony,9230.46,295.0,2025-06-22,Distribuidora Sur Express
SKU-10674,Auriculares Bluetooth inalámbricos,,HP,5739.32,205.0,11/09/2025,Distribuidora Comercial Integradora
SKU-10675,Secador de Cabello Iónico,Belleza,Philips,2265.87,281.0,2025-06-28,Distribuidora Sur Express
SKU-10676,Cojín Decorativo Algodón,Hogar y Cocina,Adidas,5154.67,109.0,25/07/2025,Distribuidora Global S.A.
SKU-10677,Juego de Sábanas Matrimonial,Hogar y Cocina,Zara,8645.45,0.0,02/12/2025,Distribuidora Comercial Integradora
SKU-10678,"Laptop Portátil 15.6""",ELECTRÓNICA,Nike,24845.18,154.0,10/01/2025,Distribuidora del Norte
SKU-10679,Licuadora de Alta Potencia,Hogar y Cocina,HP,7432.07,141.0,17/09/2025,Distribuidora Comercial Integradora
SKU-10680,Jeans de Mezclilla Hombre,,Samsung,963.57,79.0,2025-03-09,Distribuidora Comercial Integradora
SKU-10681,Camisa Casual Manga Larga,Ropa y Calzado,Oster,1507.17,47.0,13/10/2025,Distribuidora del Norte
SKU-10682,"Tablet HD 10""",Electrónica,Philips,20133.25,88.0,27/08/2025,Distribuidora Comercial Integradora
SKU-10683,"Laptop Portátil 15.6""",electrónica,Under Armour,8559.24,295.0,03/07/2025,Distribuidora Global S.A.
SKU-10684,  Juego de Sábanas Matrimonial  ,Hogar y Cocina,Levis,8385.17,,24/04/2025,Distribuidora Comercial Integradora
SKU-10685,"Tablet HD 10""",Electrónica,HP,16356.55,27.0,2025-05-17,Distribuidora Comercial Integradora
SKU-10686,Crema Hidratante Facial,belleza,Philips,1305.27,113.0,02/03/2025,Distribuidora Sur Express
SKU-10687,Mochila de Senderismo 40L,DEPORTES,Maybelline,6131.04,113.0,10/07/2025,Distribuidora del Norte
SKU-10688,Tenis Deportivos Running,ropa y calzado,Sony,987.57,25.0,2025-09-13,Distribuidora Sur Express
SKU-10689,Secador de Cabello Iónico,,HP,,69.0,2025-08-18,Distribuidora Sur Express
